TeamId,TeamName,SubmissionDate,Score
167108,chumazing,"2015-04-14 07:49:36",0.87385
167131,"Daniel Haag","2015-04-14 07:51:02",0.49468
167131,"Daniel Haag","2015-04-14 07:52:14",0.74706
167130,"Abhishek Jaimini","2015-04-14 07:55:51",0.69534
167108,chumazing,"2015-04-14 07:57:51",0.88689
167098,samvars,"2015-04-14 08:00:51",0.87672
167133,yiyang,"2015-04-14 08:07:55",0.69608
167150,Neronuser,"2015-04-14 08:25:28",0.74706
167113,Rodrigo,"2015-04-14 08:29:29",0.87385
167119,manoj1123,"2015-04-14 08:30:45",0.74706
167152,"Miguel Póliz","2015-04-14 08:30:50",0.69608
167152,"Miguel Póliz","2015-04-14 08:34:24",0.74706
167132,ReneVV,"2015-04-14 08:38:57",0.74706
167162,"Ankit Sharma","2015-04-14 08:43:06",0.87705
167078,"Gayatri Mahesh","2015-04-14 08:44:10",0.90685
167164,ma2afify,"2015-04-14 08:45:52",0.70469
167165,Starlight,"2015-04-14 08:46:25",0.69608
167166,LoganCh,"2015-04-14 08:47:56",0.52081
167165,Starlight,"2015-04-14 08:53:47",0.74706
167163,Pablo,"2015-04-14 08:54:42",0.69608
167169,madradana,"2015-04-14 08:56:07",0.81132
167166,LoganCh,"2015-04-14 08:57:11",0.74706
167074,"Ian Hellstrom","2015-04-14 09:01:12",0.76003
167163,Pablo,"2015-04-14 09:04:00",0.74706
166930,605883732,"2015-04-14 09:05:44",0.85236
166930,605883732,"2015-04-14 09:14:56",0.89759
167162,"Ankit Sharma","2015-04-14 09:18:28",0.88979
167187,David.g,"2015-04-14 09:24:30",0.69608
167162,"Ankit Sharma","2015-04-14 09:27:58",0.89963
167139,"Panos Syrgkanis","2015-04-14 09:30:28",0.90102
167149,SL2R,"2015-04-14 09:31:31",0.69608
167195,srishti,"2015-04-14 09:34:14",0.90502
167149,SL2R,"2015-04-14 09:44:03",0.90768
166930,605883732,"2015-04-14 09:44:27",0.91430
167198,vzakon,"2015-04-14 09:44:58",0.86615
167199,3Sigma,"2015-04-14 09:45:18",0.69608
167201,"Migu González","2015-04-14 09:46:55",0.74706
167205,"Akshay Kher","2015-04-14 09:56:03",0.69608
167196,RonnyDW,"2015-04-14 09:59:38",0.69608
167110,Terje,"2015-04-14 10:02:48",0.88354
167074,"Ian Hellstrom","2015-04-14 10:08:38",0.88989
167164,ma2afify,"2015-04-14 10:10:58",0.72501
167131,"Daniel Haag","2015-04-14 10:12:59",0.87794
167209,Aadi,"2015-04-14 10:13:34",0.74706
167139,"Panos Syrgkanis","2015-04-14 10:15:21",0.90131
167198,vzakon,"2015-04-14 10:16:42",0.90661
167139,"Panos Syrgkanis","2015-04-14 10:17:26",0.90469
167169,madradana,"2015-04-14 10:17:50",0.83414
167213,"Panos Christidis","2015-04-14 10:20:37",0.69608
167214,Abhishek,"2015-04-14 10:21:14",0.91461
167213,"Panos Christidis","2015-04-14 10:29:46",0.87316
167092,jadianes,"2015-04-14 10:30:10",0.92214
167214,Abhishek,"2015-04-14 10:30:31",0.91832
167213,"Panos Christidis","2015-04-14 10:32:08",0.88892
167213,"Panos Christidis","2015-04-14 10:34:12",0.90502
167164,ma2afify,"2015-04-14 10:35:43",0.83732
167220,Karan,"2015-04-14 10:38:22",0.50000
167164,ma2afify,"2015-04-14 10:43:24",0.91022
167221,Kruno,"2015-04-14 10:43:39",0.49468
167096,CrestwoodNZ,"2015-04-14 10:50:18",0.74898
167187,David.g,"2015-04-14 10:50:38",0.90257
167226,"Ekaterina Krivich","2015-04-14 10:50:52",0.69608
167226,"Ekaterina Krivich","2015-04-14 10:56:39",0.74706
167231,"Sudarshan Ram","2015-04-14 10:57:37",0.69608
167214,Abhishek,"2015-04-14 10:59:58",0.92595
167226,"Ekaterina Krivich","2015-04-14 11:01:49",0.87649
167045,Bhupinder,"2015-04-14 11:03:48",0.87041
167214,Abhishek,"2015-04-14 11:06:05",0.92835
167084,"Kishore B","2015-04-14 11:10:23",0.74706
167226,"Ekaterina Krivich","2015-04-14 11:11:28",0.88754
167240,doyourrip,"2015-04-14 11:13:52",0.74706
167241,alkamid,"2015-04-14 11:15:34",0.86974
167225,"KRD Pravin","2015-04-14 11:22:20",0.90423
167221,Kruno,"2015-04-14 11:25:06",0.74393
167045,Bhupinder,"2015-04-14 11:26:52",0.87732
167205,"Akshay Kher","2015-04-14 11:28:30",0.90423
167069,Saransh,"2015-04-14 11:32:21",0.88511
167247,yachtsman,"2015-04-14 11:33:30",0.69608
167220,Karan,"2015-04-14 11:37:59",0.77878
167254,JL1NK,"2015-04-14 11:39:36",0.49468
167258,konatsu0613,"2015-04-14 11:44:02",0.69608
167259,"Kannan Sreedhar","2015-04-14 11:46:30",0.69608
167078,"Gayatri Mahesh","2015-04-14 11:50:44",0.91708
167045,Bhupinder,"2015-04-14 11:51:48",0.88524
167265,"Gi Ibsganich","2015-04-14 11:53:12",0.74393
167045,Bhupinder,"2015-04-14 12:00:39",0.88716
167078,"Gayatri Mahesh","2015-04-14 12:04:47",0.91976
167250,Ubik,"2015-04-14 12:06:39",0.82363
167247,yachtsman,"2015-04-14 12:16:21",0.74706
167258,konatsu0613,"2015-04-14 12:17:19",0.73304
167247,yachtsman,"2015-04-14 12:17:31",0.79357
167247,yachtsman,"2015-04-14 12:19:04",0.79517
167093,gpa,"2015-04-14 12:20:41",0.74706
167258,konatsu0613,"2015-04-14 12:26:53",0.73899
167110,Terje,"2015-04-14 12:31:09",0.92350
167132,ReneVV,"2015-04-14 12:34:39",0.91877
167287,Triskelion,"2015-04-14 12:39:26",0.91953
167287,Triskelion,"2015-04-14 12:40:41",0.92090
167289,ecc2600,"2015-04-14 12:43:01",0.90502
167288,"Muthiah Sriram","2015-04-14 12:44:18",0.78512
167199,3Sigma,"2015-04-14 12:51:01",0.74393
167293,racaval,"2015-04-14 12:51:43",0.69608
167294,"Amarjeet Sahoo","2015-04-14 12:52:36",0.74706
167295,"Monta for MVP","2015-04-14 12:55:25",0.49468
166885,oconnoda,"2015-04-14 12:56:51",0.86165
167297,zhmz90,"2015-04-14 12:59:03",0.49468
167301,elsacha,"2015-04-14 13:01:48",0.69608
167258,konatsu0613,"2015-04-14 13:03:09",0.82154
167273,"Aw SH ","2015-04-14 13:03:58",0.69608
167271,"Aaman Lamba","2015-04-14 13:03:59",0.89797
167302,"Predrag Jovanovic","2015-04-14 13:05:41",0.89851
167254,JL1NK,"2015-04-14 13:10:13",0.69608
167258,konatsu0613,"2015-04-14 13:16:55",0.85695
167309,ckrz,"2015-04-14 13:17:57",0.74053
167293,racaval,"2015-04-14 13:19:17",0.74706
167317,simonvh,"2015-04-14 13:20:26",0.92303
167273,"Aw SH ","2015-04-14 13:28:53",0.82631
167130,"Abhishek Jaimini","2015-04-14 13:29:39",0.69808
167248,"Aakash Gupta","2015-04-14 13:30:31",0.88924
167199,3Sigma,"2015-04-14 13:31:12",0.77568
167327,"Luca Baroffio","2015-04-14 13:35:03",0.70167
167309,ckrz,"2015-04-14 13:35:07",0.90917
167309,ckrz,"2015-04-14 13:44:32",0.91939
167324,KBHR570am,"2015-04-14 13:44:43",0.86476
167273,"Aw SH ","2015-04-14 13:44:48",0.87095
167079,Ankur@kaggle,"2015-04-14 13:46:31",0.69608
167321,Vincent,"2015-04-14 13:47:01",0.69608
167092,jadianes,"2015-04-14 13:48:55",0.92274
167333,hapk,"2015-04-14 13:49:28",0.69608
167336,"Melvin Jacobson","2015-04-14 13:50:35",0.74706
167199,3Sigma,"2015-04-14 13:52:15",0.77652
166942,Halvard,"2015-04-14 13:52:42",0.74706
167321,Vincent,"2015-04-14 13:53:04",0.74706
167301,elsacha,"2015-04-14 13:56:08",0.86476
167317,simonvh,"2015-04-14 13:57:48",0.92325
167344,RosDolor,"2015-04-14 14:09:46",0.78401
167168,glhezjnucn,"2015-04-14 14:13:55",0.69608
167327,"Luca Baroffio","2015-04-14 14:14:05",0.90134
167121,Sharat,"2015-04-14 14:15:06",0.69201
167359,noodles,"2015-04-14 14:18:37",0.49468
167168,glhezjnucn,"2015-04-14 14:19:42",0.74706
167333,hapk,"2015-04-14 14:20:00",0.90423
167366,phildeutsch,"2015-04-14 14:21:53",0.69608
167068,yhw82,"2015-04-14 14:26:16",0.86868
167375,meelo,"2015-04-14 14:26:24",0.69608
167317,simonvh,"2015-04-14 14:26:54",0.92370
167371,ey4172,"2015-04-14 14:30:23",0.69608
167376,tniessen,"2015-04-14 14:30:31",0.90423
167121,Sharat,"2015-04-14 14:32:43",0.78317
167371,ey4172,"2015-04-14 14:44:49",0.74706
167068,yhw82,"2015-04-14 14:46:38",0.89797
167321,Vincent,"2015-04-14 14:47:03",0.90327
167390,"HARSHIT AMYA","2015-04-14 14:55:38",0.91222
167389,"Ben Dearnaley","2015-04-14 14:56:24",0.69608
167321,Vincent,"2015-04-14 14:58:22",0.90451
167168,glhezjnucn,"2015-04-14 15:00:38",0.79357
167394,Kayd,"2015-04-14 15:01:18",0.69608
166876,Selina,"2015-04-14 15:03:13",0.49468
167359,noodles,"2015-04-14 15:03:43",0.90502
167390,"HARSHIT AMYA","2015-04-14 15:03:47",0.91278
167086,"Nick Gorev","2015-04-14 15:04:03",0.69608
167378,jsud,"2015-04-14 15:04:30",0.49468
167352,mrjim,"2015-04-14 15:07:43",0.69608
167378,jsud,"2015-04-14 15:07:45",0.69608
167378,jsud,"2015-04-14 15:11:33",0.88696
167402,"Ezequiel Aguilar-González","2015-04-14 15:16:39",0.69608
167168,glhezjnucn,"2015-04-14 15:18:58",0.79493
166885,oconnoda,"2015-04-14 15:28:08",0.86773
167337,hamelg,"2015-04-14 15:28:11",0.91889
167407,"Mr. Clocktower","2015-04-14 15:29:05",0.69608
167411,ndemi,"2015-04-14 15:30:16",0.69608
167250,Ubik,"2015-04-14 15:33:23",0.90327
167409,"Jaime Batarce","2015-04-14 15:33:58",0.69608
167404,haha82,"2015-04-14 15:34:56",0.69608
167100,bcwodo,"2015-04-14 15:35:51",0.88431
167412,CHarbor,"2015-04-14 15:36:40",0.74706
167324,KBHR570am,"2015-04-14 15:37:43",0.90502
166876,Selina,"2015-04-14 15:38:58",0.74706
167259,"Kannan Sreedhar","2015-04-14 15:39:59",0.86244
167417,"Yair Beer","2015-04-14 15:42:06",0.49468
167418,hmartinho,"2015-04-14 15:42:27",0.74706
167301,elsacha,"2015-04-14 15:47:49",0.87178
167250,Ubik,"2015-04-14 15:48:23",0.91507
166894,Estelle,"2015-04-14 15:48:28",0.78767
167413,"Cynthia O'Donnell","2015-04-14 15:51:43",0.69608
167409,"Jaime Batarce","2015-04-14 15:53:27",0.90423
167086,"Nick Gorev","2015-04-14 16:01:22",0.74706
167426,ShirleyDong,"2015-04-14 16:02:12",0.78591
167427,Learner,"2015-04-14 16:03:05",0.74706
167016,BobTheCanadian,"2015-04-14 16:03:37",0.91261
167100,bcwodo,"2015-04-14 16:06:39",0.89126
166894,Estelle,"2015-04-14 16:06:54",0.80393
167426,ShirleyDong,"2015-04-14 16:11:37",0.88696
167184,KazAnova,"2015-04-14 16:12:03",0.93227
167079,Ankur@kaggle,"2015-04-14 16:14:33",0.76427
167379,"Oleg Hanevich","2015-04-14 16:14:41",0.69206
167321,Vincent,"2015-04-14 16:18:56",0.90492
167435,San7iago,"2015-04-14 16:24:48",0.69608
167437,crowggle,"2015-04-14 16:25:36",0.69608
167438,"Mark Shocklee","2015-04-14 16:28:16",0.69608
167085,"Luis Argerich","2015-04-14 16:30:05",0.91608
167439,"Andrew Yong","2015-04-14 16:31:42",0.88952
167440,wittyKitty,"2015-04-14 16:31:51",0.69608
167301,elsacha,"2015-04-14 16:31:56",0.90602
167337,hamelg,"2015-04-14 16:39:10",0.92464
167016,BobTheCanadian,"2015-04-14 16:48:31",0.91598
167231,"Sudarshan Ram","2015-04-14 16:49:18",0.74626
167442,"Devendra Desale","2015-04-14 16:49:34",0.69608
167454,"Andrew Zmeul","2015-04-14 16:50:52",0.69608
167452,Marieta,"2015-04-14 16:51:00",0.69608
167259,"Kannan Sreedhar","2015-04-14 16:51:23",0.90780
167455,mpujoljo,"2015-04-14 16:51:29",0.69608
167331,"Timothy Man","2015-04-14 16:56:39",0.87423
167457,"Igor Kleiner","2015-04-14 16:56:51",0.87316
167304,"Manivannan Ezhumalai","2015-04-14 16:57:53",0.69608
167231,"Sudarshan Ram","2015-04-14 17:01:41",0.90327
167254,JL1NK,"2015-04-14 17:03:42",0.76682
167462,PowWolf,"2015-04-14 17:04:09",0.69608
167457,"Igor Kleiner","2015-04-14 17:05:08",0.87385
167324,KBHR570am,"2015-04-14 17:06:11",0.90548
167088,"Isaac Yauri","2015-04-14 17:10:54",0.88482
167437,crowggle,"2015-04-14 17:11:29",0.74706
167254,JL1NK,"2015-04-14 17:12:40",0.90423
167442,"Devendra Desale","2015-04-14 17:13:35",0.75347
167466,edomt,"2015-04-14 17:14:20",0.90481
167454,"Andrew Zmeul","2015-04-14 17:14:37",0.74706
167410,Justin,"2015-04-14 17:15:39",0.88450
167454,"Andrew Zmeul","2015-04-14 17:23:13",0.78644
167267,"Tal Van Dijk","2015-04-14 17:25:18",0.74706
167476,L.B.,"2015-04-14 17:28:26",0.89723
167147,Sharif,"2015-04-14 17:29:36",0.70627
166978,Rajani,"2015-04-14 17:30:32",0.69608
167445,nikos,"2015-04-14 17:35:23",0.49468
167482,Iain,"2015-04-14 17:37:47",0.69608
167485,Kartoffel28,"2015-04-14 17:38:56",0.88882
167470,JPAH,"2015-04-14 17:39:03",0.69608
167445,nikos,"2015-04-14 17:39:21",0.78644
167052,"Omar Saleem","2015-04-14 17:39:43",0.74930
167487,Muzammal,"2015-04-14 17:42:29",0.69608
167337,hamelg,"2015-04-14 17:43:06",0.93320
167389,"Ben Dearnaley","2015-04-14 17:43:51",0.87316
167359,noodles,"2015-04-14 17:45:35",0.92478
167445,nikos,"2015-04-14 17:48:39",0.79493
167481,"Andrea Quartarone","2015-04-14 17:50:20",0.69608
167184,KazAnova,"2015-04-14 17:51:37",0.93307
167481,"Andrea Quartarone","2015-04-14 17:56:22",0.74706
167297,zhmz90,"2015-04-14 17:57:56",0.74706
167470,JPAH,"2015-04-14 18:01:02",0.74706
167491,Otto,"2015-04-14 18:04:15",0.69608
167441,nickli7280,"2015-04-14 18:05:17",0.90504
167493,"Mario Segal","2015-04-14 18:07:57",0.88515
167462,PowWolf,"2015-04-14 18:09:14",0.90391
167184,KazAnova,"2015-04-14 18:11:28",0.93508
167147,Sharif,"2015-04-14 18:18:05",0.72088
167457,"Igor Kleiner","2015-04-14 18:23:05",0.87672
167052,"Omar Saleem","2015-04-14 18:23:34",0.79353
167184,KazAnova,"2015-04-14 18:24:45",0.93697
167500,"Raghav Nayak","2015-04-14 18:27:36",0.90973
167314,voronwe2007,"2015-04-14 18:28:56",0.81247
167504,"Stephane Chong","2015-04-14 18:31:26",0.69608
167093,gpa,"2015-04-14 18:33:59",0.80906
167491,Otto,"2015-04-14 18:35:58",0.86668
167248,"Aakash Gupta","2015-04-14 18:36:16",0.89005
167339,Captain,"2015-04-14 18:36:28",0.88635
167512,AndreaBasa,"2015-04-14 18:38:15",0.69608
167314,voronwe2007,"2015-04-14 18:38:25",0.87552
167504,"Stephane Chong","2015-04-14 18:41:05",0.74706
167514,"snehotosh banerjee","2015-04-14 18:41:13",0.70359
167491,Otto,"2015-04-14 18:41:38",0.90423
167410,Justin,"2015-04-14 18:44:04",0.91699
167052,"Omar Saleem","2015-04-14 18:47:18",0.80259
167518,st4rk03,"2015-04-14 18:48:07",0.90327
167519,Thomas,"2015-04-14 18:49:14",0.69608
167521,ArthX,"2015-04-14 18:52:30",0.87649
167432,Shux,"2015-04-14 18:57:23",0.90548
167377,"Ronnie Rios","2015-04-14 18:57:27",0.78512
167296,deszcz,"2015-04-14 18:57:38",0.74713
167517,Bolo,"2015-04-14 18:57:49",0.69608
167527,"SYotov Jr","2015-04-14 18:59:46",0.74706
167496,tomlabs,"2015-04-14 19:03:11",0.74706
167531,"ziv ","2015-04-14 19:09:05",0.69608
167052,"Omar Saleem","2015-04-14 19:09:08",0.80629
167522,maiwass,"2015-04-14 19:09:37",0.74706
167519,Thomas,"2015-04-14 19:13:31",0.74393
167514,"snehotosh banerjee","2015-04-14 19:13:49",0.74872
167455,mpujoljo,"2015-04-14 19:14:57",0.74706
167512,AndreaBasa,"2015-04-14 19:15:31",0.74706
167389,"Ben Dearnaley","2015-04-14 19:16:54",0.87385
167537,weedjy,"2015-04-14 19:17:02",0.69608
167539,bepardini,"2015-04-14 19:18:07",0.88961
167304,"Manivannan Ezhumalai","2015-04-14 19:23:16",0.74706
167537,weedjy,"2015-04-14 19:29:37",0.70545
167541,ahyuk,"2015-04-14 19:33:03",0.69608
167504,"Stephane Chong","2015-04-14 19:34:42",0.90304
167546,VandeBult,"2015-04-14 19:35:50",0.90502
167352,mrjim,"2015-04-14 19:36:53",0.90288
167489,blackrow,"2015-04-14 19:37:12",0.69608
167548,Tulklas,"2015-04-14 19:43:39",0.49468
167489,blackrow,"2015-04-14 19:46:19",0.74706
166889,"George Simov","2015-04-14 19:47:25",0.69608
167455,mpujoljo,"2015-04-14 19:48:24",0.88946
167550,bostan,"2015-04-14 19:48:52",0.89158
167548,Tulklas,"2015-04-14 19:49:12",0.74706
167550,bostan,"2015-04-14 19:55:15",0.89736
167241,alkamid,"2015-04-14 19:58:01",0.87096
167548,Tulklas,"2015-04-14 19:59:50",0.90327
167553,steffejr,"2015-04-14 20:00:19",0.49468
167552,athinaeos,"2015-04-14 20:00:22",0.69608
167550,bostan,"2015-04-14 20:00:34",0.90735
167552,athinaeos,"2015-04-14 20:03:19",0.74706
167405,"Anand Kapoor","2015-04-14 20:05:03",0.86868
167418,hmartinho,"2015-04-14 20:05:48",0.77328
167241,alkamid,"2015-04-14 20:09:10",0.92415
167435,San7iago,"2015-04-14 20:10:23",0.90423
167550,bostan,"2015-04-14 20:10:29",0.91062
167469,bnnrs,"2015-04-14 20:16:00",0.69608
167558,db52,"2015-04-14 20:16:19",0.69608
167562,"James Nagle","2015-04-14 20:20:17",0.49468
167558,db52,"2015-04-14 20:20:22",0.90502
167557,"Adrian MacKinnon","2015-04-14 20:20:25",0.87177
167562,"James Nagle","2015-04-14 20:21:22",0.77101
167512,AndreaBasa,"2015-04-14 20:24:33",0.90347
167571,ArtiB,"2015-04-14 20:29:39",0.90327
167418,hmartinho,"2015-04-14 20:31:28",0.78971
167517,Bolo,"2015-04-14 20:32:22",0.88892
167572,"Junqi Chen","2015-04-14 20:32:36",0.69206
167357,MPettengell,"2015-04-14 20:34:36",0.69608
167482,Iain,"2015-04-14 20:36:01",0.69640
167577,alperilgin,"2015-04-14 20:37:29",0.69608
167576,"Fred Mellender","2015-04-14 20:38:56",0.69206
167357,MPettengell,"2015-04-14 20:39:24",0.87385
167003,Kicke,"2015-04-14 20:40:56",0.90606
167469,bnnrs,"2015-04-14 20:43:29",0.88724
167296,deszcz,"2015-04-14 20:43:59",0.92483
167567,DGTG,"2015-04-14 20:48:52",0.69608
167410,Justin,"2015-04-14 20:52:50",0.92128
167585,NollAl,"2015-04-14 20:54:10",0.92446
167453,the_head,"2015-04-14 20:55:02",0.92644
167357,MPettengell,"2015-04-14 20:55:21",0.87672
167567,DGTG,"2015-04-14 20:55:23",0.74706
167592,Kostas_G,"2015-04-14 21:01:18",0.69608
167572,"Junqi Chen","2015-04-14 21:01:31",0.90502
167595,reather,"2015-04-14 21:01:41",0.69608
167594,Awitong,"2015-04-14 21:01:58",0.69608
167267,"Tal Van Dijk","2015-04-14 21:04:41",0.74951
167592,Kostas_G,"2015-04-14 21:08:54",0.74706
166944,egil137,"2015-04-14 21:09:24",0.87552
167410,Justin,"2015-04-14 21:10:20",0.92250
166891,Rishabh,"2015-04-14 21:11:32",0.90947
167558,db52,"2015-04-14 21:11:35",0.90548
167418,hmartinho,"2015-04-14 21:13:50",0.86312
167541,ahyuk,"2015-04-14 21:14:11",0.74951
167603,pyth,"2015-04-14 21:16:55",0.49468
167605,jmcastagnetto,"2015-04-14 21:18:54",0.88724
167555,calvin,"2015-04-14 21:20:16",0.69608
167608,"Che Smith","2015-04-14 21:20:23",0.81210
167127,"Pavel Merman","2015-04-14 21:25:34",0.74706
167607,"Mary Schmitt","2015-04-14 21:26:52",0.90423
167611,Vinoth,"2015-04-14 21:27:02",0.69608
167531,"ziv ","2015-04-14 21:29:22",0.91948
167612,dreichertdv,"2015-04-14 21:29:35",0.69608
167267,"Tal Van Dijk","2015-04-14 21:32:58",0.88662
167600,"Juanan Pereira","2015-04-14 21:33:19",0.69608
167612,dreichertdv,"2015-04-14 21:36:05",0.74706
167600,"Juanan Pereira","2015-04-14 21:36:34",0.74706
167521,ArthX,"2015-04-14 21:39:02",0.89170
167241,alkamid,"2015-04-14 21:39:11",0.92475
167619,"Joseph Carver","2015-04-14 21:39:19",0.90411
167054,pike4,"2015-04-14 21:42:57",0.69608
167621,JonahFeld,"2015-04-14 21:44:02",0.69608
167623,rahulbam,"2015-04-14 21:45:04",0.84062
167621,JonahFeld,"2015-04-14 21:49:54",0.74706
167611,Vinoth,"2015-04-14 21:53:43",0.74706
167584,clustifier,"2015-04-14 21:54:54",0.91942
167539,bepardini,"2015-04-14 21:55:30",0.90670
166983,Saistar,"2015-04-14 21:57:10",0.74706
167124,"Leonardo Noleto","2015-04-14 22:01:58",0.85427
167631,uvarnz,"2015-04-14 22:02:22",0.69608
167633,"Tyler Byers","2015-04-14 22:03:40",0.90347
167631,uvarnz,"2015-04-14 22:04:41",0.74706
167521,ArthX,"2015-04-14 22:06:04",0.90065
167476,L.B.,"2015-04-14 22:09:05",0.90750
